Ticker;Company;Currency;Price;Raw Price;EMA20;EMA50;EMA100;EMA200;Distance EMA20 %;Distance EMA50 %;1D %;1W %;1M %;3M %;6M %;RSI;52W High;52W High Raw;52W Low Raw;Distance 52W High %;Distance 52W Low %;Volatility 30D %;Beta;Volume Signal;RVOL;Volume Trend 10D;Dividend Yield %;Dividend Rate;Ex Dividend Date;Last Dividend Date;Next Earnings Date;Stop Loss Idea;Market Cap;Market Cap Class;Forward PE;Trailing PE;PEG Ratio;Revenue Growth;Revenue Growth Raw;Earnings Growth;Earnings Growth Raw;Profit Margin;Profit Margin Raw;Debt To Equity;Free Cashflow;Free Cashflow Raw;Operating Cashflow;Operating Cashflow Raw;Fundamental Score;Fundamental Rating;Fundamental Data Points;Fundamental Data Quality;Fundamental Pros;Fundamental Cons;Risk Level;Turnaround Candidate;Early Signal Score;Early Signal Label;Early Signal Details;Score;Rating;Reason;Sector;Industry;Liquidity;Exchange;Avg Dollar Volume;Relative Strength 1M;Relative Strength 3M;RS Percentile;RS Rating;Sector Avg 1M %;Market RS 1M;Market RS 3M;Smart Money Score;Smart Money Signal;Smart Money Details;Insider Buys 6M;Insider Sells 6M;Insider Net Value;Institutional %;Short % Float;Short Ratio;Swing Score;Swing Tier
EDIT;Editas Medicine, Inc.;USD;2.81 USD;2.81;2.82 USD;2.87 USD;2.82 USD;2.75 USD;-0.46;-2.12;-2.43;6.04;-13.8;-11.5;41.21;48.4;4.15 USD;4.15;1.66;-32.29;68.77;4.62;2.063;NORMAL;0.98;11.6;0.0%;-;-;-;05.08.2026;2.81 USD;431559872.0;Small Cap;-3.73;-;-;232.3%;2.32;-;-;-157.32%;-1.57;14.73;-44.32 Mio.;-44316000.0;-119.86 Mio.;-119859000.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;4;HOLD;über EMA200, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;BIOTECH;Biotechnology;HOCH;NMS;7164075.0;-13.33;-31.27;24.2;🟡 Durchschnittlich;-0.47;-16.19;-17.11;0;⚪ Nicht geprüft;-;0;0;;;;;26.3;⚪ Schwach
KLAR;Klarna Group plc;USD;19.62 USD;19.62;19.32 USD;18.54 USD;18.48 USD;19.98 USD;1.57;5.8;-1.41;-0.91;0.0;37.3;-14.95;54.58;45.48 USD;45.48;12.27;-56.86;59.9;2.66;;NORMAL;0.71;1.83;0.0%;-;-;-;18.08.2026;18.17 USD;7418586624.0;Mid Cap;21.35;-;0.43;44.4%;0.44;-;-;-5.18%;-0.05;53.72;-1.6 Mrd.;-1599874944.0;-2.59 Mrd.;-2591000064.0;4;MIXED;6;OK;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;1;-;EMA50 dreht nach oben;4;HOLD;über EMA20, über EMA50;FINANCIALS;Credit Services;HOCH;NYQ;103520182.0;-1.9;28.63;37.5;🟡 Durchschnittlich;1.9;-2.39;31.69;0;⚪ Nicht geprüft;-;0;0;;;;;26.2;⚪ Schwach
HAL;Halliburton Company;USD;33.64 USD;33.64;32.96 USD;34.62 USD;35.31 USD;34.44 USD;2.06;-2.84;5.49;5.49;-2.18;-16.38;1.27;51.42;42.8 USD;42.8;20.04;-21.4;67.9;2.25;0.753;NORMAL;0.75;-1.05;2.02%;0.68 USD;03.06.2026;03.06.2026;20.10.2026;33.93 USD;28102780928.0;Large Cap;11.57;17.61;0.78;3.7%;0.04;16.1%;0.16;7.16%;0.07;74.19;2.05 Mrd.;2052249984.0;2.75 Mrd.;2750000128.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;4;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, fundamental solide;ENERGY;Oil & Gas Equipment & Services;HOCH;NYQ;405185390.0;-12.32;-20.74;6.9;🔴 Schwächster im Sektor;10.14;-4.57;-21.99;0;⚪ Nicht geprüft;-;0;0;;;;;26.1;⚪ Schwach
NTLA;Intellia Therapeutics, Inc.;USD;12.02 USD;12.02;11.86 USD;12.84 USD;13.17 USD;13.23 USD;1.33;-6.39;0.67;11.61;-15.44;-13.21;-8.59;48.3;27.98 USD;27.98;8.04;-57.04;49.5;4.06;1.794;NORMAL;0.78;-2.42;0.0%;-;-;-;05.11.2026;12.58 USD;1679461760.0;Small Cap;-4.69;-;-;-46.2%;-0.46;-;-;0.0%;0.0;10.09;-249.83 Mio.;-249825376.0;-346.64 Mio.;-346643008.0;1;WEAK;5;OK;Verschuldung moderat;Umsatzwachstum negativ | Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;3;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;BIOTECH;Biotechnology;HOCH;NGM;66677224.0;-14.97;-32.98;15.2;🔴 Schwächster im Sektor;-0.47;-17.83;-18.82;0;⚪ Nicht geprüft;-;0;0;;;;;26.1;⚪ Schwach
MAR;Marriott International;USD;348.44 USD;348.44;364.73 USD;368.46 USD;361.64 USD;347.77 USD;-4.47;-5.43;-1.55;0.46;-7.36;-2.77;10.94;37.96;402.54 USD;402.54;255.71;-13.44;36.26;2.07;1.12;NORMAL;0.99;11.06;0.84%;2.92 USD;20.08.2026;22.05.2026;03.11.2026;361.09 USD;90861404160.0;Large Cap;26.51;36.11;2.0;11.1%;0.11;4.3%;0.04;35.03%;0.35;-;2.06 Mrd.;2060375040.0;3.73 Mrd.;3728000000.0;5;SOLID;7;GOOD;PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;-;LOW RISK;NO;3;MÖGLICHES SIGNAL;Leichte Vol.-Erhöhung in Seitwärtsphase | RSI erholt sich aus überverkaufter Zone;3;HOLD;über EMA200, Early: MÖGLICHES SIGNAL, fundamental solide;CONSUMER CYCLICAL;Lodging;HOCH;NMS;556582028.0;-7.32;-1.94;25.0;🟡 Durchschnittlich;-0.04;-9.75;-8.38;0;⚪ Nicht geprüft;-;0;0;;;;;26.0;⚪ Schwach
NXT;Nextpower Inc.;USD;102.91 USD;102.91;101.61 USD;108.98 USD;112.11 USD;110.07 USD;1.28;-5.57;-0.34;13.5;-7.7;-18.38;-12.11;49.21;156.4 USD;156.4;53.8;-34.2;91.28;4.62;1.95;LOW;0.52;-5.28;0.0%;-;-;-;28.10.2026;106.8 USD;15810923520.0;Large Cap;17.8;26.59;3.15;8.2%;0.08;2.9%;0.03;16.36%;0.16;1.5;324.05 Mio.;324051264.0;602.65 Mio.;602646016.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;PEG Ratio hoch;MEDIUM RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;3;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, fundamental solide;TECHNOLOGY;Solar;HOCH;NMS;337605826.0;-8.95;-20.96;31.7;🟡 Durchschnittlich;1.25;-10.09;-23.99;0;⚪ Nicht geprüft;-;0;0;;;;;26.0;⚪ Schwach
LIDR;AEye, Inc.;USD;1.3 USD;1.3;1.24 USD;1.39 USD;1.57 USD;1.76 USD;5.01;-6.44;-1.52;15.04;-2.99;-36.89;-20.73;52.51;3.35 USD;3.35;1.02;-61.19;27.45;4.33;2.843;NORMAL;0.99;12.69;0.0%;-;-;-;06.08.2026;1.36 USD;60434804.0;Micro Cap;-1.93;-;-;57.8%;0.58;-;-;0.0%;0.0;2.11;-19.81 Mio.;-19814500.0;-28.53 Mio.;-28529000.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;5;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Mögliche Bodenbildung nahe 52W-Tief;3;PRE-BREAKOUT;über EMA20, Early: EARLY SIGNAL, Fundamentaldaten schwach;SOFTWARE;Software - Infrastructure;MITTEL;NCM;1607690.0;-15.03;-59.79;21.7;🟡 Durchschnittlich;12.04;-5.38;-42.5;0;⚪ Keine Daten;-;0;0;;22.53;5.39;2.19;26.0;⚪ Schwach
MU;Micron Technology, Inc.;USD;861.0 USD;861.0;891.94 USD;888.38 USD;788.35 USD;654.68 USD;-3.47;-3.08;-1.89;3.8;-12.08;29.18;107.65;46.3;1213.37 USD;1213.37;115.6;-29.04;644.78;6.28;2.213;LOW;0.61;-7.82;0.06%;0.53 USD;06.07.2026;06.07.2026;23.09.2026;870.61 USD;972407504896.0;Mega Cap;5.56;19.84;0.13;345.7%;3.46;1368.5%;13.69;55.91%;0.56;6.33;7.64 Mrd.;7639499776.0;51.43 Mrd.;51432001536.0;8;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;MEDIUM RISK;NO;1;-;RSI leichte Erholung;5;BUY;über EMA200, fundamental solide;SEMICONDUCTOR;Semiconductors;HOCH;NMS;44303950068.0;-3.23;32.6;45.1;🟡 Durchschnittlich;-8.85;-14.47;23.57;0;⚪ Nicht geprüft;-;0;0;;;;;26.0;⚪ Schwach
INDI;indie Semiconductor, Inc.;USD;3.72 USD;3.72;3.65 USD;3.83 USD;3.87 USD;3.89 USD;1.99;-2.94;-7.92;9.73;-16.22;-18.95;-9.27;50.15;6.0 USD;6.0;2.44;-38.0;52.46;7.17;2.768;HIGH;1.52;11.88;0.0%;-;-;-;05.11.2026;3.76 USD;785993600.0;Small Cap;45.06;-;-;24.0%;0.24;-;-;-64.79%;-0.65;133.88;-17.65 Mio.;-17651376.0;-71.52 Mio.;-71518000.0;1;WEAK;5;OK;Umsatzwachstum positiv;Forward KGV sehr hoch | Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;3;HOLD;über EMA20, hohes Volumen, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;SEMICONDUCTOR;Semiconductors;HOCH;NCM;22199446.0;-7.37;-15.53;31.0;🟡 Durchschnittlich;-8.85;-18.61;-24.56;0;⚪ Nicht geprüft;-;0;0;;;;;25.8;⚪ Schwach
ASTS;AST SpaceMobile, Inc.;USD;68.76 USD;68.76;65.93 USD;72.39 USD;77.72 USD;79.44 USD;4.29;-5.02;-4.42;8.25;-6.22;-2.72;-38.17;51.44;133.09 USD;133.09;36.91;-48.34;86.29;7.28;;NORMAL;0.91;5.02;0.0%;-;-;-;09.11.2026;70.94 USD;26687447040.0;Large Cap;-264.26;-;-;2626.6%;26.27;-;-;0.0%;0.0;124.86;-1.9 Mrd.;-1900041984.0;-144.7 Mio.;-144704992.0;1;WEAK;5;OK;Umsatzwachstum positiv;Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;2;-;EMA20-Squeeze / Kurs nähert sich von unten;3;HOLD;über EMA20, Fundamentaldaten schwach;TECHNOLOGY;Communication Equipment;HOCH;NMS;1493014209.0;-7.47;-5.3;34.1;🟡 Durchschnittlich;1.25;-8.61;-8.33;0;⚪ Nicht geprüft;-;0;0;;;;;25.7;⚪ Schwach
SU.TO;SUNCOR ENERGY INC.;CAD;87.48 CAD;87.48;88.07 CAD;86.54 CAD;84.36 CAD;80.18 CAD;-0.66;1.09;4.35;-7.07;5.44;0.17;23.3;49.86;95.18 CAD;95.18;51.41;-8.09;70.15;2.12;0.569;HIGH;2.14;22.27;2.74%;2.4 CAD;04.09.2026;04.06.2026;03.11.2026;84.81 CAD;102319202304.0;Large Cap;11.26;11.68;11.41;45.9%;0.46;241.9%;2.42;15.78%;0.16;30.48;9.23 Mrd.;9229375488.0;15.8 Mrd.;15795999744.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;PEG Ratio hoch;LOW RISK;NO;1;-;EMA50 dreht nach oben;6;BUY;über EMA50, über EMA200, 1M positiv, hohes Volumen, fundamental solide;ENERGY;Oil & Gas Integrated;HOCH;TOR;518747302.0;-4.7;-4.19;19.0;🔴 Schwächster im Sektor;10.14;3.05;-5.44;0;⚪ Nicht geprüft;-;0;0;;;;;25.7;⚪ Schwach
MSTR;Strategy Inc;USD;97.33 USD;97.33;97.7 USD;108.21 USD;124.58 USD;146.21 USD;-0.38;-10.05;-2.68;2.6;2.84;-47.9;-34.99;47.47;400.25 USD;400.25;82.31;-75.68;18.25;4.58;3.555;NORMAL;0.87;14.26;0.0%;-;-;-;29.10.2026;106.05 USD;38330773504.0;Large Cap;1.97;-;2.85;6.9%;0.07;-;-;0.0%;0.0;14.94;-22.59 Mrd.;-22587523072.0;-20.09 Mio.;-20089000.0;3;MIXED;6;OK;Forward KGV im gesunden Bereich | Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI leichte Erholung | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;3;HOLD;1M positiv, Early: MÖGLICHES SIGNAL;SOFTWARE;Software - Application;HOCH;NMS;1966894376.0;-9.2;-70.8;30.8;🟡 Durchschnittlich;12.04;0.45;-53.51;0;⚪ Nicht geprüft;-;0;0;;;;;25.7;⚪ Schwach
RXRX;Recursion Pharmaceuticals, Inc.;USD;3.29 USD;3.29;3.18 USD;3.26 USD;3.39 USD;3.63 USD;3.34;1.01;2.17;3.46;-7.58;-4.08;-21.48;53.62;6.79 USD;6.79;2.84;-51.55;15.85;3.7;1.054;NORMAL;0.75;-0.01;0.0%;-;-;-;04.11.2026;3.19 USD;1764331776.0;Small Cap;-3.6;-;-;-60.1%;-0.6;-;-;0.0%;0.0;7.28;-219.49 Mio.;-219493744.0;-350.48 Mio.;-350480992.0;1;WEAK;5;OK;Verschuldung moderat;Umsatzwachstum negativ | Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;0;-;-;4;HOLD;über EMA20, über EMA50, Fundamentaldaten schwach;BIOTECH;Biotechnology;HOCH;NMS;68884109.0;-7.11;-23.85;45.5;🟡 Durchschnittlich;-0.47;-9.97;-9.69;0;⚪ Nicht geprüft;-;0;0;;;;;25.6;⚪ Schwach
RAMP;LiveRamp Holdings, Inc.;USD;37.75 USD;37.75;37.76 USD;36.81 USD;34.67 USD;32.48 USD;-0.02;2.54;-0.16;-0.37;-0.34;28.23;55.03;54.31;38.01 USD;38.01;22.42;-0.68;68.38;0.34;1.258;NORMAL;1.02;10.55;0.0%;-;19.08.2008;19.08.2008;04.11.2026;36.08 USD;2295010560.0;Mid Cap;11.77;15.79;0.59;9.8%;0.1;136.6%;1.37;18.71%;0.19;3.39;169.47 Mio.;169467120.0;201.77 Mio.;201768000.0;8;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA50, über EMA200, fundamental solide;SOFTWARE;Software - Infrastructure;HOCH;NYQ;63499690.0;-12.38;5.33;26.7;🟡 Durchschnittlich;12.04;-2.73;22.62;0;⚪ Nicht geprüft;-;0;0;;;;;25.5;⚪ Schwach
ACLS;Axcelis Technologies, Inc.;USD;132.65 USD;132.65;136.69 USD;142.32 USD;136.54 USD;124.94 USD;-2.96;-6.79;-5.43;1.17;-7.46;-22.43;50.62;45.84;191.6 USD;191.6;74.12;-30.77;78.97;6.01;1.88;NORMAL;0.79;0.54;0.0%;-;-;-;03.11.2026;139.47 USD;4096429312.0;Mid Cap;25.18;47.21;1.45;10.6%;0.11;-23.5%;-0.23;10.71%;0.11;6.55;42.03 Mio.;42032248.0;75.3 Mio.;75295000.0;5;SOLID;8;GOOD;PEG Ratio attraktiv | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;KGV sehr hoch | Gewinnwachstum negativ;MEDIUM RISK;NO;0;-;-;4;HOLD;über EMA200, fundamental solide;SEMICONDUCTOR;Semiconductor Equipment & Materials;HOCH;NMS;74593472.0;1.39;-19.01;60.6;🔵 Überdurchschnittlich;-8.85;-9.85;-28.04;0;⚪ Nicht geprüft;-;0;0;;;;;25.2;⚪ Schwach
ADS.DE;adidas AG                     N;EUR;163.05 EUR;163.05;170.9 EUR;170.43 EUR;164.86 EUR;161.17 EUR;-4.59;-4.33;-2.57;1.49;-10.34;15.07;11.48;39.71;191.31 EUR;191.31;128.44;-14.77;26.95;2.7;1.198;LOW;0.24;72.66;1.72%;2.8 EUR;08.05.2026;08.05.2026;29.10.2026;167.02 EUR;28544004096.0;Large Cap;13.99;20.93;0.99;13.3%;0.13;-2.4%;-0.02;5.3%;0.05;94.13;952.3 Mio.;952300032.0;2.31 Mrd.;2311000064.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Gewinnwachstum negativ;LOW RISK;NO;3;MÖGLICHES SIGNAL;RSI erholt sich aus überverkaufter Zone | Mögliche Bodenbildung nahe 52W-Tief;4;HOLD;über EMA200, Early: MÖGLICHES SIGNAL, fundamental solide;CONSUMER CYCLICAL;Footwear & Accessories;HOCH;GER;123447620.0;-10.3;15.9;12.5;🔴 Schwächster im Sektor;-0.04;-12.73;9.46;0;⚪ Nicht geprüft;-;0;0;;;;;24.8;⚪ Schwach
BB;BlackBerry Limited;USD;8.83 USD;8.83;8.99 USD;8.87 USD;7.83 USD;6.69 USD;-1.77;-0.47;-1.67;3.64;-19.51;47.41;147.34;46.4;12.81 USD;12.81;3.15;-31.07;180.32;4.45;1.46;NORMAL;0.74;-1.87;0.0%;-;-;-;24.09.2026;8.69 USD;5175266816.0;Mid Cap;38.63;88.3;1.68;25.6%;0.26;216.3%;2.16;10.3%;0.1;29.45;105.15 Mio.;105150000.0;72.9 Mio.;72900000.0;6;SOLID;8;GOOD;PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;KGV sehr hoch;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI leichte Erholung;5;BUY;über EMA200, Early: MÖGLICHES SIGNAL, fundamental solide;SOFTWARE;Software - Infrastructure;HOCH;NYQ;275918427.0;-31.55;24.51;4.2;🔴 Schwächster im Sektor;12.04;-21.9;41.8;0;⚪ Nicht geprüft;-;0;0;;;;;24.8;⚪ Schwach
EU;enCore Energy Corp.;USD;1.31 USD;1.31;1.2 USD;1.33 USD;1.57 USD;1.86 USD;9.08;-1.61;4.8;21.3;-0.76;-32.47;-58.81;57.04;4.07 USD;4.07;1.06;-67.81;23.58;4.25;1.249;NORMAL;1.21;18.77;0.0%;-;-;-;17.08.2026;1.3 USD;254445232.0;Micro Cap;-5.77;-;-;0.3%;0.0;-;-;-62.96%;-0.63;40.38;-81.25 Mio.;-81254248.0;-38.68 Mio.;-38683000.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;3;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;URANIUM;Uranium;MITTEL;NCM;4166362.0;-10.74;-10.54;11.1;🔴 Schwächster im Sektor;9.98;-3.15;-38.08;0;⚪ Nicht geprüft;-;0;0;;;;;24.8;⚪ Schwach
PGY;Pagaya Technologies Ltd.;USD;21.6 USD;21.6;19.18 USD;17.47 USD;16.76 USD;17.63 USD;12.61;23.63;1.5;-2.86;20.07;45.65;11.4;67.28;43.81 USD;43.81;10.64;-50.7;103.01;5.06;5.374;NORMAL;0.8;10.33;0.0%;-;-;-;30.07.2026;17.12 USD;1801998208.0;Small Cap;5.34;15.32;0.04;18.6%;0.19;143.3%;1.43;9.12%;0.09;133.65;207.18 Mio.;207177120.0;264.73 Mio.;264730000.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv;-;HIGH RISK;NO;1;-;EMA50 dreht nach oben;6;BUY;über EMA20, über EMA50, über EMA200, 1M positiv, hohes Risiko, fundamental solide;SOFTWARE;Software - Infrastructure;HOCH;NCM;79831634.0;8.03;22.75;65.8;🔵 Überdurchschnittlich;12.04;17.68;40.04;0;⚪ Nicht geprüft;-;0;0;;;;;24.7;⚪ Schwach
KMI;Kinder Morgan, Inc.;USD;31.39 USD;31.39;31.58 USD;31.73 USD;31.49 USD;30.77 USD;-0.61;-1.07;1.75;-0.03;-1.36;0.33;5.89;46.91;33.99 USD;33.99;24.86;-7.66;26.26;1.28;0.554;LOW;0.66;-5.23;3.76%;1.18 USD;03.08.2026;03.08.2026;28.10.2026;31.09 USD;69837283328.0;Large Cap;20.43;20.25;3.35;10.8%;0.11;21.2%;0.21;19.3%;0.19;98.62;1.08 Mrd.;1075000064.0;6.56 Mrd.;6557000192.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;PEG Ratio hoch;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI leichte Erholung | Mögliche Bodenbildung nahe 52W-Tief;3;HOLD;über EMA200, Early: MÖGLICHES SIGNAL, fundamental solide;ENERGY;Oil & Gas Midstream;HOCH;NYQ;310948963.0;-11.5;-4.03;10.3;🔴 Schwächster im Sektor;10.14;-3.75;-5.28;0;⚪ Nicht geprüft;-;0;0;;;;;24.6;⚪ Schwach
TRN.MI;TERNA;EUR;9.83 EUR;9.83;10.09 EUR;10.06 EUR;9.89 EUR;9.64 EUR;-2.55;-2.21;-0.67;-2.2;-4.01;0.79;10.36;36.17;10.37 EUR;10.37;7.99;-5.17;23.08;1.03;0.61;LOW;0.27;-7.85;4.07%;0.4 EUR;22.06.2026;22.06.2026;29.07.2026;9.86 EUR;19734456320.0;Large Cap;17.51;18.55;2.14;12.3%;0.12;0.5%;0.01;26.44%;0.26;172.37;-786.74 Mio.;-786737472.0;2.92 Mrd.;2924499968.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Dividende vorhanden;Free Cashflow negativ;LOW RISK;NO;0;-;-;3;HOLD;über EMA200, fundamental solide;UTILITIES;Utilities - Regulated Electric;HOCH;MIL;37138556.0;0.51;6.71;50.0;🟡 Durchschnittlich;-4.52;-6.4;-4.82;0;⚪ Nicht geprüft;-;0;0;;;;;24.5;⚪ Schwach
L;Loews Corporation;USD;113.8 USD;113.8;115.51 USD;113.42 USD;111.2 USD;109.07 USD;-1.48;0.34;-1.5;-2.11;-1.03;8.14;7.92;44.42;119.4 USD;119.4;93.46;-4.69;21.77;1.02;0.518;NORMAL;1.19;8.06;0.22%;0.25 USD;19.08.2026;27.05.2026;02.11.2026;111.15 USD;23263875072.0;Large Cap;39.24;14.19;1.32;3.9%;0.04;15.6%;0.16;9.02%;0.09;44.61;1.26 Mrd.;1262000000.0;2.58 Mrd.;2575000064.0;6;SOLID;8;GOOD;KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;1;-;EMA50 dreht nach oben;4;HOLD;über EMA50, über EMA200, fundamental solide;FINANCIALS;Insurance - Property & Casualty;HOCH;NYQ;98902101.0;-2.93;-0.53;31.2;🟡 Durchschnittlich;1.9;-3.42;2.53;0;⚪ Nicht geprüft;-;0;0;;;;;24.4;⚪ Schwach
AMAT;Applied Materials, Inc.;USD;522.12 USD;522.12;534.02 USD;528.71 USD;485.59 USD;428.89 USD;-2.23;-1.25;-3.16;0.75;-13.34;21.97;62.39;47.4;723.0 USD;723.0;155.56;-27.78;235.65;5.7;1.618;NORMAL;0.95;0.62;0.41%;2.12 USD;20.08.2026;21.05.2026;13.08.2026;518.13 USD;414542102528.0;Mega Cap;30.49;49.03;1.19;11.4%;0.11;33.5%;0.34;29.31%;0.29;30.4;3.04 Mrd.;3040375040.0;7.99 Mrd.;7992999936.0;6;SOLID;8;GOOD;PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;KGV sehr hoch;MEDIUM RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA200, fundamental solide;SEMICONDUCTOR;Semiconductor Equipment & Materials;HOCH;NMS;5042870436.0;-4.49;25.39;39.4;🟡 Durchschnittlich;-8.85;-15.73;16.36;0;⚪ Nicht geprüft;-;0;0;;;;;24.3;⚪ Schwach
ENVX;Enovix Corporation;USD;4.64 USD;4.64;4.57 USD;5.24 USD;5.81 USD;6.44 USD;1.45;-11.5;-1.28;9.95;-10.77;-30.64;-29.91;48.03;13.19 USD;13.19;3.68;-64.82;26.09;5.96;2.332;LOW;0.67;-5.71;0.0%;-;-;-;12.08.2026;5.14 USD;1012231936.0;Small Cap;-8.1;-;-;49.1%;0.49;-;-;0.0%;0.0;224.03;-72.12 Mio.;-72119248.0;-111.46 Mio.;-111456000.0;1;WEAK;5;OK;Umsatzwachstum positiv;Negative Gewinnmarge | Free Cashflow negativ | Verschuldung hoch;MEDIUM RISK;NO;5;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Mögliche Bodenbildung nahe 52W-Tief;3;PRE-BREAKOUT;über EMA20, Early: EARLY SIGNAL, Fundamentaldaten schwach;INDUSTRIALS;Electrical Equipment & Parts;HOCH;NMS;31095266.0;-10.17;-23.21;15.7;🔴 Schwächster im Sektor;-0.6;-13.16;-36.25;0;⚪ Neutral;hohe Shortquote (27.0% Float) -> Squeeze-Potenzial, aber auch Warnsignal | hohe Days-to-Cover (9.6) -> bei Rally schwer eindeckbar;0;0;;51.56;27.0;9.64;24.2;⚪ Schwach
